NROGAR,DESC TIPGAR,MONEDA,M GARANTIA MO,M GARANTIA MN,SEGMENTO,may_1MM
11765,FONDO MUTUO,USD,4400,14599.2,Banca Minorista,0
11766,FONDO MUTUO,PEN,15000,15000,Banca Minorista,0
11767,FONDO MUTUO,PEN,8000,8000,Banca Minorista,0
11768,DEPOSITO A PLAZO,PEN,2300,2300,Banca Minorista,0
11769,CUENTAS EN GTIA,USD,800,2654.4,Banca Minorista,0
11770,FONDO MUTUO,USD,37700,125088.6,Banca Minorista,0
11771,FONDO MUTUO,PEN,1200,1200,Banca Minorista,0
11772,CUENTAS EN GTIA,USD,4112,13643.616,Banca Minorista,0
11773,CUENTAS EN GTIA,PEN,1200,1200,Banca Minorista,0
11774,CUENTAS EN GTIA,PEN,1200,1200,Banca Minorista,0
11775,FONDO MUTUO,PEN,14400,14400,Banca Minorista,0
11776,CUENTAS EN GTIA,PEN,1200,1200,Banca Minorista,0
11777,CUENTAS EN GTIA,PEN,2400,2400,Banca Minorista,0
11778,CUENTAS EN GTIA,PEN,11880,11880,Banca Minorista,0
11779,FONDO MUTUO,USD,10679.69,35435.21142,Banca Minorista,0
11780,DEPOSITO A PLAZO,USD,0,0,Banca Minorista,0
11781,DEPOSITO A PLAZO,PEN,540000,540000,Banca Minorista,0
11782,FONDO MUTUO,PEN,7250,7250,Banca Minorista,0
11783,CUENTAS EN GTIA,USD,3244,10763.592,Banca Minorista,0
11784,CUENTAS EN GTIA,PEN,3600,3600,Banca Minorista,0
11785,CUENTAS EN GTIA,PEN,1200,1200,Banca Minorista,0
11786,FONDO MUTUO,PEN,17700,17700,Banca Minorista,0
11787,DEPOSITO A PLAZO,PEN,10000,10000,Banca Minorista,0
11788,CUENTAS EN GTIA,USD,1512,5016.816,Banca Minorista,0
11789,FONDO MUTUO,PEN,24000,24000,Banca Minorista,0
11790,FONDO MUTUO,PEN,5000,5000,Banca Minorista,0
11791,FONDO MUTUO,PEN,5000,5000,Banca Minorista,0
11792,DEPOSITO A PLAZO,PEN,1700,1700,Banca Minorista,0
11793,CUENTAS EN GTIA,PEN,5000,5000,Banca Minorista,0
11794,FONDO MUTUO,PEN,19520,19520,Banca Minorista,0
11795,FONDO MUTUO,PEN,14400,14400,Banca Minorista,0
11796,FONDO MUTUO,USD,5200,17253.6,Banca Minorista,0
11797,CUENTAS EN GTIA,PEN,1000,1000,Banca Minorista,0
11798,SUPER DEPOSITO,PEN,1000,1000,Banca Minorista,0
11799,CUENTAS EN GTIA,PEN,1200,1200,Banca Minorista,0
11800,CUENTAS EN GTIA,USD,76022.85,252243.8163,Banca Minorista,0
11801,CUENTAS EN GTIA,PEN,500,500,Banca Minorista,0
11802,CUENTAS EN GTIA,PEN,1200,1200,Banca Minorista,0
11803,CUENTAS EN GTIA,PEN,3973.7,3973.7,Banca Minorista,0
11804,FONDO MUTUO,PEN,1200,1200,Banca Minorista,0
11805,DEPOSITO A PLAZO,PEN,14424.06,14424.06,Banca Minorista,0
11806,FONDO MUTUO,PEN,19920,19920,Banca Minorista,0
11807,FONDO MUTUO,PEN,770,770,Banca Minorista,0
11808,CUENTAS EN GTIA,USD,3283,10892.994,Banca Minorista,0
11809,SUPER DEPOSITO,USD,1000,3318,Banca Minorista,0
11810,FONDO MUTUO,PEN,1800,1800,Banca Minorista,0
11811,FONDO MUTUO,PEN,1200,1200,Banca Minorista,0
11812,FONDO MUTUO,PEN,21240,21240,Banca Minorista,0
11813,CUENTAS EN GTIA,PEN,1200,1200,Banca Minorista,0
11814,CUENTAS EN GTIA,USD,1964,6516.552,Banca Minorista,0
11815,FONDO MUTUO,PEN,1200,1200,Banca Minorista,0
11816,CUENTAS EN GTIA,USD,940,3118.92,Banca Minorista,0
11817,FONDO MUTUO,USD,85500,283689,Banca Minorista,0
11818,FONDO MUTUO,PEN,21624,21624,Banca Minorista,0
11819,CUENTAS EN GTIA,PEN,1200,1200,Banca Minorista,0
11820,FONDO MUTUO,PEN,9999,9999,Banca Minorista,0
11821,CUENTAS EN GTIA,PEN,720,720,Banca Minorista,0
11822,FONDO MUTUO,USD,3000,9954,Banca Minorista,0
11823,CUENTAS EN GTIA,PEN,1200,1200,Banca Minorista,0
11824,CUENTAS EN GTIA,PEN,5170,5170,Banca Minorista,0
11825,CUENTAS EN GTIA,USD,2000,6636,Banca Minorista,0
11826,FONDO MUTUO,PEN,33000,33000,Banca Minorista,0
11827,DEPOSITO A PLAZO,USD,5000,16590,Banca Minorista,0
11828,CUENTAS EN GTIA,PEN,1200,1200,Banca Minorista,0
11829,CUENTAS EN GTIA,PEN,2474.84,2474.84,Banca Minorista,0
11830,DEPOSITO A PLAZO,USD,15000,49770,Banca Minorista,0
11831,CUENTAS EN GTIA,PEN,33840,33840,Banca Minorista,0
11832,FONDO MUTUO,PEN,6499,6499,Banca Minorista,0
11833,FONDO MUTUO,PEN,1000,1000,Banca Minorista,0
11834,CUENTAS EN GTIA,PEN,19800,19800,Banca Minorista,0
11835,FONDO MUTUO,USD,2000,6636,Banca Minorista,0
11836,FONDO MUTUO,PEN,14160,14160,Banca Minorista,0
11837,CUENTAS EN GTIA,USD,358,1187.844,Banca Minorista,0
11838,DEPOSITO A PLAZO,USD,0,0,Banca Minorista,0
11839,CUENTAS EN GTIA,PEN,1200,1200,Banca Minorista,0
11840,CUENTAS EN GTIA,PEN,840,840,Banca Minorista,0
11841,CUENTAS EN GTIA,PEN,1080,1080,Banca Minorista,0
11842,DEPOSITO A PLAZO,USD,3000.76,9956.52168,Banca Minorista,0
11843,FONDO MUTUO,PEN,26683,26683,Banca Minorista,0
11844,FONDO MUTUO,PEN,16780,16780,Banca Minorista,0
11845,FONDO MUTUO,USD,12000,39816,Banca Minorista,0
11846,DEPOSITO A PLAZO,PEN,0,0,Banca Minorista,0
11847,CUENTAS EN GTIA,USD,13600,45124.8,Banca Minorista,0
11848,CUENTAS EN GTIA,PEN,3600,3600,Banca Minorista,0
11849,CUENTAS EN GTIA,PEN,1200,1200,Banca Minorista,0
11850,CUENTAS EN GTIA,PEN,4868,4868,Banca Minorista,0
11851,DEPOSITO A PLAZO,PEN,16200,16200,Banca Minorista,0
11852,DEPOSITO A PLAZO,USD,19745,65513.91,Banca Minorista,0
11853,CUENTAS EN GTIA,PEN,1200,1200,Banca Minorista,0
11854,CUENTAS EN GTIA,PEN,1200,1200,Banca Minorista,0
11855,FONDO MUTUO,PEN,14369,14369,Banca Minorista,0
11856,FONDO MUTUO,USD,730,2422.14,Banca Minorista,0
11857,FONDO MUTUO,USD,650,2156.7,Banca Minorista,0
11858,FONDO MUTUO,PEN,8430,8430,Banca Minorista,0
11859,CUENTAS EN GTIA,USD,310,1028.58,Banca Minorista,0
11860,CUENTAS EN GTIA,PEN,6000,6000,Banca Minorista,0
11861,CUENTAS EN GTIA,PEN,840,840,Banca Minorista,0
11862,CUENTAS EN GTIA,PEN,1200,1200,Banca Minorista,0
11863,CUENTAS EN GTIA,PEN,14400,14400,Banca Minorista,0
11864,FONDO MUTUO,PEN,3400,3400,Banca Minorista,0
11865,CUENTAS EN GTIA,PEN,1200,1200,Banca Minorista,0
11866,CUENTAS EN GTIA,USD,800,2654.4,Banca Minorista,0
11867,FONDO MUTUO,PEN,2400,2400,Banca Minorista,0
11868,CUENTAS EN GTIA,PEN,10688,10688,Banca Minorista,0
11869,CUENTAS EN GTIA,PEN,19610,19610,Banca Minorista,0
11870,DEPOSITO A PLAZO,PEN,3000,3000,Banca Minorista,0
11871,CUENTAS EN GTIA,PEN,5000,5000,Banca Minorista,0
11872,DEPOSITO A PLAZO,PEN,14400,14400,Banca Minorista,0
11873,FONDO MUTUO,USD,1100,3649.8,Banca Minorista,0
11874,CUENTAS EN GTIA,PEN,840,840,Banca Minorista,0
11875,DEPOSITO A PLAZO,PEN,0,0,Banca Minorista,0
11876,CUENTAS EN GTIA,PEN,1200,1200,Banca Minorista,0
11877,CUENTAS EN GTIA,PEN,3600,3600,Banca Minorista,0
11878,CUENTAS EN GTIA,PEN,1199.99,1199.99,Banca Minorista,0
11879,CUENTAS EN GTIA,PEN,880,880,Banca Minorista,0
11880,CUENTAS EN GTIA,PEN,36488,36488,Banca Minorista,0
11881,FONDO MUTUO,PEN,300000,300000,Banca Minorista,0
11882,CUENTAS EN GTIA,PEN,840,840,Banca Minorista,0
11883,FONDO MUTUO,PEN,3600,3600,Banca Minorista,0
11884,DEPOSITO A PLAZO,USD,10000,33180,Banca Minorista,0
11885,CUENTAS EN GTIA,PEN,840,840,Banca Minorista,0
11886,FONDO MUTUO,PEN,24000,24000,Banca Minorista,0
11887,CUENTAS EN GTIA,USD,405,1343.79,Banca Minorista,0
11888,DEPOSITO A PLAZO,PEN,36000,36000,Banca Minorista,0
11889,CUENTAS EN GTIA,USD,2302,7638.036,Banca Minorista,0
11890,CUENTAS EN GTIA,PEN,6000,6000,Banca Minorista,0
11891,CUENTAS EN GTIA,PEN,3246.6,3246.6,Banca Minorista,0
11892,DEPOSITO A PLAZO,USD,0,0,Banca Minorista,0
11893,FONDO MUTUO,PEN,840,840,Banca Minorista,0
11894,CUENTAS EN GTIA,USD,400,1327.2,Banca Minorista,0
11895,CUENTAS EN GTIA,USD,615,2040.57,Banca Minorista,0
11896,DEPOSITO A PLAZO,PEN,14000,14000,Banca Minorista,0
11897,FONDO MUTUO,PEN,2000,2000,Banca Minorista,0
11898,CUENTAS EN GTIA,PEN,14400,14400,Banca Minorista,0
11899,CUENTAS EN GTIA,PEN,840,840,Banca Minorista,0
11900,CUENTAS EN GTIA,USD,4700,15594.6,Banca Minorista,0
11901,FONDO MUTUO,PEN,840,840,Banca Minorista,0
11902,CUENTAS EN GTIA,PEN,51192,51192,Banca Minorista,0
11903,FONDO MUTUO,PEN,1200,1200,Banca Minorista,0
11904,CUENTAS EN GTIA,USD,1000,3318,Banca Minorista,0
11905,CUENTAS EN GTIA,PEN,1000,1000,Banca Minorista,0
11906,CUENTAS EN GTIA,USD,293,972.174,Banca Minorista,0
11907,CUENTAS EN GTIA,PEN,14400,14400,Banca Minorista,0
11908,CUENTAS EN GTIA,USD,6000,19908,Banca Minorista,0
11909,CUENTAS EN GTIA,PEN,18000,18000,Banca Minorista,0
11910,CUENTAS EN GTIA,PEN,880,880,Banca Minorista,0
11911,FONDO MUTUO,USD,10000,33180,Banca Minorista,0
11912,CUENTAS EN GTIA,USD,4728,15687.504,Banca Minorista,0
11913,CUENTAS EN GTIA,PEN,2760,2760,Banca Minorista,0
11914,FONDO MUTUO,PEN,840,840,Banca Minorista,0
11915,CUENTAS EN GTIA,USD,4880,16191.84,Banca Minorista,0
11916,SUPER DEPOSITO,USD,2500,8295,Banca Minorista,0
11917,FONDO MUTUO,PEN,840,840,Banca Minorista,0
11918,CUENTAS EN GTIA,PEN,36000,36000,Banca Minorista,0
11919,CUENTAS EN GTIA,PEN,515502.1,515502.1,Banca Minorista,0
11920,CUENTAS EN GTIA,PEN,840,840,Banca Minorista,0
11921,FONDO MUTUO,PEN,9600,9600,Banca Minorista,0
11922,SUPER DEPOSITO,USD,18000,59724,Banca Minorista,0
11923,FONDO MUTUO,PEN,1600,1600,Banca Minorista,0
11924,CUENTAS EN GTIA,USD,69710.1,231298.1118,Banca Minorista,0
11925,FONDO MUTUO,PEN,14400,14400,Banca Minorista,0
11926,CUENTAS EN GTIA,USD,680,2256.24,Banca Minorista,0
11927,CUENTAS EN GTIA,PEN,1000,1000,Banca Minorista,0
11928,CUENTAS EN GTIA,USD,2830,9389.94,Banca Minorista,0
11929,FONDO MUTUO,PEN,1100,1100,Banca Minorista,0
11930,DEPOSITO A PLAZO,PEN,100000,100000,Banca Minorista,0
11931,FONDO MUTUO,PEN,74225.81,74225.81,Banca Minorista,0
11932,DEPOSITO A PLAZO,PEN,36000,36000,Banca Minorista,0
11933,DEPOSITO A PLAZO,USD,0,0,Banca Minorista,0
11934,CUENTAS EN GTIA,USD,7500,24885,Banca Minorista,0
11935,SUPER DEPOSITO,USD,26000,86268,Banca Minorista,0
11936,CUENTAS EN GTIA,PEN,400592.29,400592.29,Banca Minorista,0
11937,CUENTAS EN GTIA,USD,4400,14599.2,Banca Minorista,0
11938,FONDO MUTUO,USD,5000,16590,Banca Minorista,0
11939,DEPOSITO A PLAZO,USD,300000,995400,Banca Minorista,0
11940,FONDO MUTUO,USD,5000,16590,Banca Minorista,0
11941,FONDO MUTUO,PEN,14400,14400,Banca Minorista,0
11942,FONDO MUTUO,USD,20000,66360,Banca Minorista,0
11943,FONDO MUTUO,PEN,960,960,Banca Minorista,0
11944,FONDO MUTUO,PEN,60000,60000,Banca Minorista,0
11945,CUENTAS EN GTIA,PEN,1200,1200,Banca Minorista,0
11946,FONDO MUTUO,USD,5300,17585.4,Banca Minorista,0
11947,DEPOSITO A PLAZO,PEN,6000,6000,Banca Minorista,0
11948,DEPOSITO A PLAZO,PEN,0,0,Banca Minorista,0
11949,FONDO MUTUO,PEN,959,959,Banca Minorista,0
11950,FONDO MUTUO,USD,5000,16590,Banca Minorista,0
11951,CUENTAS EN GTIA,USD,11350,37659.3,Banca Minorista,0
11952,CUENTAS EN GTIA,USD,7898,26205.564,Banca Minorista,0
11953,FONDO MUTUO,PEN,70000,70000,Banca Minorista,0
11954,CUENTAS EN GTIA,USD,105994.65,351690.2487,Banca Minorista,0
11955,FONDO MUTUO,PEN,8519.1,8519.1,Banca Minorista,0
11956,DEPOSITO A PLAZO,USD,1500,4977,Banca Minorista,0
11957,DEPOSITO A PLAZO,PEN,30024.7,30024.7,Banca Minorista,0
11958,CUENTAS EN GTIA,PEN,440172.15,440172.15,Banca Minorista,0
11959,DEPOSITO A PLAZO,PEN,20000,20000,Banca Minorista,0
11960,CUENTAS EN GTIA,USD,7250,24055.5,Banca Minorista,0
11961,FONDO MUTUO,USD,4399,14595.882,Banca Minorista,0
11962,FONDO MUTUO,PEN,3600,3600,Banca Minorista,0
11963,FONDO MUTUO,USD,10000.5,33181.659,Banca Minorista,0
11964,CUENTAS EN GTIA,USD,920,3052.56,Banca Minorista,0
11965,DEPOSITO A PLAZO,PEN,52000,52000,Banca Minorista,0
11966,DEPOSITO A PLAZO,USD,30000,99540,Banca Minorista,0
11967,DEPOSITO A PLAZO,USD,10000,33180,Banca Minorista,0
11968,FONDO MUTUO,PEN,6000,6000,Banca Minorista,0
11969,FONDO MUTUO,USD,1000,3318,Banca Minorista,0
11970,DEPOSITO A PLAZO,PEN,30000,30000,Banca Minorista,0
11971,SUPER DEPOSITO,USD,7045.94,23378.42892,Banca Minorista,0
11972,CUENTAS EN GTIA,USD,1200,3981.6,Banca Minorista,0
11973,FONDO MUTUO,PEN,18360,18360,Banca Minorista,0
11974,FONDO MUTUO,USD,15000,49770,Banca Minorista,0
11975,DEPOSITO A PLAZO,PEN,0,0,Banca Minorista,0
11976,FONDO MUTUO,USD,6875,22811.25,Banca Minorista,0
11977,CUENTAS EN GTIA,PEN,509554.5,509554.5,Banca Minorista,0
11978,FONDO MUTUO,PEN,12480,12480,Banca Minorista,0
11979,FONDO MUTUO,PEN,13200,13200,Banca Minorista,0
11980,CUENTAS EN GTIA,USD,189990.45,630388.3131,Banca Minorista,0
11981,FONDO MUTUO,USD,12050,39981.9,Banca Minorista,0
11982,CUENTAS EN GTIA,PEN,14400,14400,Banca Minorista,0
11983,DEPOSITO A PLAZO,PEN,70000,70000,Banca Minorista,0
11984,CUENTAS EN GTIA,USD,4000,13272,Banca Minorista,0
11985,FONDO MUTUO,PEN,101200,101200,Banca Minorista,0
11986,DEPOSITO A PLAZO,EUR,240000,240000,Banca Minorista,0
11987,FONDO MUTUO,USD,17835,59176.53,Banca Minorista,0
11988,DEPOSITO A PLAZO,USD,40000,132720,Banca Minorista,0
11989,FONDO MUTUO,USD,4350,14433.3,Banca Minorista,0
11990,FONDO MUTUO,PEN,14401.05,14401.05,Banca Minorista,0
11991,DEPOSITO A PLAZO,USD,25000,82950,Banca Minorista,0
11992,FONDO MUTUO,USD,2249.5,7463.841,Banca Minorista,0
11993,FONDO MUTUO,USD,5000,16590,Banca Minorista,0
11994,CUENTAS EN GTIA,PEN,8700,8700,Banca Minorista,0
11995,CUENTAS EN GTIA,USD,1410,4678.38,Banca Minorista,0
11996,DEPOSITO A PLAZO,USD,25000,82950,Banca Minorista,0
11997,DEPOSITO A PLAZO,PEN,6500,6500,Banca Minorista,0
11998,FONDO MUTUO,USD,74999.95,248849.8341,Banca Minorista,0
11999,CUENTAS EN GTIA,USD,12800,42470.4,Banca Minorista,0
12000,CUENTAS EN GTIA,USD,9000,29862,Banca Minorista,0
12001,FONDO MUTUO,USD,10000,33180,Banca Minorista,0
12002,CUENTAS EN GTIA,PEN,960,960,Banca Minorista,0
12003,CUENTAS EN GTIA,USD,810,2687.58,Banca Minorista,0
12004,DEPOSITO A PLAZO,USD,24000,79632,Banca Minorista,0
12005,DEPOSITO A PLAZO,PEN,18000,18000,Banca Minorista,0
12006,DEPOSITO A PLAZO,PEN,20000,20000,Banca Minorista,0
12007,DEPOSITO A PLAZO,USD,6000,19908,Banca Minorista,0
12008,CUENTAS EN GTIA,PEN,1000,1000,Banca Minorista,0
12009,CUENTAS EN GTIA,PEN,15347.32,15347.32,Banca Minorista,0
12010,FONDO MUTUO,PEN,15000,15000,Banca Minorista,0
12011,CUENTAS EN GTIA,USD,4400,14599.2,Banca Minorista,0
12012,CUENTAS EN GTIA,PEN,840,840,Banca Minorista,0
12013,CUENTAS EN GTIA,USD,499,1655.682,Banca Minorista,0
12014,CUENTAS EN GTIA,PEN,3000,3000,Banca Minorista,0
12015,CUENTAS EN GTIA,PEN,700,700,Banca Minorista,0
12016,SUPER DEPOSITO,USD,2555,8477.49,Banca Minorista,0
12017,CUENTAS EN GTIA,PEN,6889.44,6889.44,Banca Minorista,0
12018,FONDO MUTUO,PEN,1200,1200,Banca Minorista,0
12019,SUPER DEPOSITO,USD,2002,6642.636,Banca Minorista,0
12020,DEPOSITO A PLAZO,PEN,7000,7000,Banca Minorista,0
12021,CUENTAS EN GTIA,PEN,53772.01,53772.01,Banca Minorista,0
12022,DEPOSITO A PLAZO,USD,2000,6636,Banca Minorista,0
12023,FONDO MUTUO,PEN,400493.53,400493.53,Banca Minorista,0
12024,FONDO MUTUO,USD,16500,54747,Banca Minorista,0
12025,CUENTAS EN GTIA,USD,2500,8295,Banca Minorista,0
12026,CUENTAS EN GTIA,PEN,9960,9960,Banca Minorista,0
12027,FONDO MUTUO,PEN,20000,20000,Banca Minorista,0
12028,FONDO MUTUO,PEN,1200,1200,Banca Minorista,0
12029,DEPOSITO A PLAZO,USD,0,0,Banca Minorista,0
12030,FONDO MUTUO,USD,6000,19908,Banca Minorista,0
12031,CUENTAS EN GTIA,USD,400,1327.2,Banca Minorista,0
12032,CUENTAS EN GTIA,USD,18200,60387.6,Banca Minorista,0
12033,CUENTAS EN GTIA,USD,25000,82950,Banca Minorista,0
12034,DEPOSITO A PLAZO,PEN,1200,1200,Banca Minorista,0
12035,FONDO MUTUO,PEN,200246.77,200246.77,Banca Minorista,0
12036,CUENTAS EN GTIA,PEN,1200,1200,Banca Minorista,0
12037,SUPER DEPOSITO,USD,5000,16590,Banca Minorista,0
12038,FONDO MUTUO,PEN,20000,20000,Banca Minorista,0
12039,FONDO MUTUO,USD,4130,13703.34,Banca Minorista,0
12040,CUENTAS EN GTIA,USD,12000,39816,Banca Minorista,0
12041,FONDO MUTUO,PEN,2400,2400,Banca Minorista,0
12042,FONDO MUTUO,USD,3300,10949.4,Banca Minorista,0
12043,CUENTAS EN GTIA,PEN,100000,100000,Banca Minorista,0
12044,CUENTAS EN GTIA,PEN,31314.79,31314.79,Banca Minorista,0
12045,CUENTAS EN GTIA,PEN,1000,1000,Banca Minorista,0
12046,FONDO MUTUO,PEN,16500,16500,Banca Minorista,0
12047,CUENTAS EN GTIA,PEN,12000,12000,Banca Minorista,0
12048,DEPOSITO A PLAZO,USD,6019,19971.042,Banca Minorista,0
12049,FONDO MUTUO,PEN,45816,45816,Banca Minorista,0
12050,CUENTAS EN GTIA,USD,12650,41972.7,Banca Minorista,0
12051,CUENTAS EN GTIA,PEN,20724.58,20724.58,Banca Minorista,0
12052,FONDO MUTUO,PEN,1200,1200,Banca Minorista,0
12053,FONDO MUTUO,PEN,14000,14000,Banca Minorista,0
12054,CUENTAS EN GTIA,PEN,131033.62,131033.62,Banca Minorista,0
12055,FONDO MUTUO,PEN,2400,2400,Banca Minorista,0
12056,FONDO MUTUO,PEN,14400,14400,Banca Minorista,0
12057,DEPOSITO A PLAZO,PEN,7000,7000,Banca Minorista,0
12058,FONDO MUTUO,PEN,206610,206610,Banca Minorista,0
12059,FONDO MUTUO,PEN,39971.45,39971.45,Banca Minorista,0
12060,CUENTAS EN GTIA,USD,12000,39816,Banca Minorista,0
12061,CUENTAS EN GTIA,USD,389,1290.702,Banca Minorista,0
12062,FONDO MUTUO,USD,6999,23222.682,Banca Minorista,0
12063,CUENTAS EN GTIA,USD,4300,14267.4,Banca Minorista,0
12064,CUENTAS EN GTIA,PEN,369120.55,369120.55,Banca Minorista,0
12065,CUENTAS EN GTIA,USD,2400,7963.2,Banca Minorista,0
12066,FONDO MUTUO,PEN,700,700,Banca Minorista,0
12067,CUENTAS EN GTIA,PEN,1308,1308,Banca Minorista,0
12068,FONDO MUTUO,PEN,840,840,Banca Minorista,0
12069,DEPOSITO A PLAZO,PEN,100000,100000,Banca Minorista,0
12070,FONDO MUTUO,PEN,5000,5000,Banca Minorista,0
12071,FONDO MUTUO,PEN,840,840,Banca Minorista,0
12072,FONDO MUTUO,PEN,38000,38000,Banca Minorista,0
12073,CUENTAS EN GTIA,PEN,1200,1200,Banca Minorista,0
12074,CUENTAS EN GTIA,PEN,6000,6000,Banca Minorista,0
12075,CUENTAS EN GTIA,PEN,1200,1200,Banca Minorista,0
12076,CUENTAS EN GTIA,PEN,25590,25590,Banca Minorista,0
12077,FONDO MUTUO,PEN,41520.6,41520.6,Banca Minorista,0
12078,CUENTAS EN GTIA,PEN,1400,1400,Banca Minorista,0
12079,CUENTAS EN GTIA,PEN,1440,1440,Banca Minorista,0
12080,CUENTAS EN GTIA,PEN,3600,3600,Banca Minorista,0
12081,CUENTAS EN GTIA,PEN,25000,25000,Banca Minorista,0
12082,FONDO MUTUO,USD,4800,15926.4,Banca Minorista,0
12083,CUENTAS EN GTIA,PEN,6000,6000,Banca Minorista,0
12084,FONDO MUTUO,USD,3599,11941.482,Banca Minorista,0
12085,CUENTAS EN GTIA,USD,1200,3981.6,Banca Minorista,0
12086,FONDO MUTUO,PEN,12972.5,12972.5,Banca Minorista,0
12087,FONDO MUTUO,PEN,20690,20690,Banca Minorista,0
12088,DEPOSITO A PLAZO,PEN,15802.36,15802.36,Banca Minorista,0
12089,CUENTAS EN GTIA,USD,1000,3318,Banca Minorista,0
12090,CUENTAS EN GTIA,USD,15000,49770,Banca Minorista,0
12091,SUPER DEPOSITO,USD,5000,16590,Banca Minorista,0
12092,CUENTAS EN GTIA,PEN,1200,1200,Banca Minorista,0
12093,CUENTAS EN GTIA,PEN,1200,1200,Banca Minorista,0
12094,CUENTAS EN GTIA,PEN,770,770,Banca Minorista,0
12095,CUENTAS EN GTIA,PEN,14400,14400,Banca Minorista,0
12096,CUENTAS EN GTIA,USD,3200,10617.6,Banca Minorista,0
12097,DEPOSITO A PLAZO,PEN,7000,7000,Banca Minorista,0
12098,FONDO MUTUO,USD,18000,59724,Banca Minorista,0
12099,FONDO MUTUO,PEN,1440,1440,Banca Minorista,0
12100,CUENTAS EN GTIA,USD,4286,14220.948,Banca Minorista,0
12101,CUENTAS EN GTIA,PEN,16800,16800,Banca Minorista,0
12102,FONDO MUTUO,PEN,2400,2400,Banca Minorista,0
12103,FONDO MUTUO,PEN,228,228,Banca Minorista,0
12104,FONDO MUTUO,PEN,1200,1200,Banca Minorista,0
12105,FONDO MUTUO,USD,12000,39816,Banca Minorista,0
12106,FONDO MUTUO,PEN,1200,1200,Banca Minorista,0
12107,DEPOSITO A PLAZO,PEN,14000,14000,Banca Minorista,0
12108,CUENTAS EN GTIA,USD,340,1128.12,Banca Minorista,0
12109,FONDO MUTUO,PEN,1260,1260,Banca Minorista,0
12110,DEPOSITO A PLAZO,PEN,0,0,Banca Minorista,0
12111,DEPOSITO A PLAZO,USD,0,0,Banca Minorista,0
12112,CUENTAS EN GTIA,USD,7400,24553.2,Banca Minorista,0
12113,CUENTAS EN GTIA,USD,9900,32848.2,Banca Minorista,0
12114,DEPOSITO A PLAZO,USD,10000,33180,Banca Minorista,0
12115,FONDO MUTUO,PEN,18000,18000,Banca Minorista,0
12116,DEPOSITO A PLAZO,USD,3030.17,10054.10406,Banca Minorista,0
12117,FONDO MUTUO,PEN,10000,10000,Banca Minorista,0
12118,CUENTAS EN GTIA,USD,5000,16590,Banca Minorista,0
12119,CUENTAS EN GTIA,USD,5000,16590,Banca Minorista,0
12120,FONDO MUTUO,PEN,20000,20000,Banca Minorista,0
12121,FONDO MUTUO,PEN,1200,1200,Banca Minorista,0
12122,FONDO MUTUO,PEN,12000,12000,Banca Minorista,0
12123,CUENTAS EN GTIA,USD,6000,19908,Banca Minorista,0
12124,FONDO MUTUO,PEN,960,960,Banca Minorista,0
12125,FONDO MUTUO,USD,740,2455.32,Banca Minorista,0
12126,DEPOSITO A PLAZO,PEN,0,0,Banca Minorista,0
12127,CUENTAS EN GTIA,USD,12000,39816,Banca Minorista,0
12128,CUENTAS EN GTIA,USD,2400,7963.2,Banca Minorista,0
12129,SUPER DEPOSITO,USD,3000,9954,Banca Minorista,0
12130,FONDO MUTUO,PEN,60000,60000,Banca Minorista,0
12131,FONDO MUTUO,PEN,700,700,Banca Minorista,0
12132,CUENTAS EN GTIA,PEN,3000,3000,Banca Minorista,0
12133,CUENTAS EN GTIA,PEN,6000,6000,Banca Minorista,0
12134,CUENTAS EN GTIA,PEN,1200,1200,Banca Minorista,0
12135,DEPOSITO A PLAZO,USD,13814,45834.852,Banca Minorista,0
12136,SUPER DEPOSITO,USD,4000,13272,Banca Minorista,0
12137,DEPOSITO A PLAZO,USD,0,0,Banca Minorista,0
12138,SUPER DEPOSITO,PEN,1200,1200,Banca Minorista,0
12139,DEPOSITO A PLAZO,PEN,15963,15963,Banca Minorista,0
12140,DEPOSITO A PLAZO,PEN,49164,49164,Banca Minorista,0
12141,SUPER DEPOSITO,PEN,3000.3,3000.3,Banca Minorista,0
12142,CUENTAS EN GTIA,PEN,840,840,Banca Minorista,0
12143,DEPOSITO A PLAZO,USD,10000,33180,Banca Minorista,0
12144,FONDO MUTUO,USD,800,2654.4,Banca Minorista,0
12145,SUPER DEPOSITO,PEN,1200,1200,Banca Minorista,0
12146,DEPOSITO A PLAZO,PEN,250000,250000,Banca Minorista,0
12147,FONDO MUTUO,PEN,119600,119600,Banca Minorista,0
12148,SUPER DEPOSITO,PEN,1200,1200,Banca Minorista,0
12149,SUPER DEPOSITO,PEN,1200,1200,Banca Minorista,0
12150,DEPOSITO A PLAZO,PEN,2000,2000,Banca Minorista,0
12151,DEPOSITO A PLAZO,USD,0,0,Banca Minorista,0
12152,FONDO MUTUO,PEN,4800,4800,Banca Minorista,0
12153,DEPOSITO A PLAZO,USD,3500,11613,Banca Minorista,0
12154,FONDO MUTUO,PEN,150000,150000,Banca Minorista,0
12155,SUPER DEPOSITO,USD,500,1659,Banca Minorista,0
12156,DEPOSITO A PLAZO,PEN,0,0,Banca Minorista,0
12157,FONDO MUTUO,USD,2000,6636,Banca Minorista,0
12158,DEPOSITO A PLAZO,PEN,10000,10000,Banca Minorista,0
12159,FONDO MUTUO,PEN,6000,6000,Banca Minorista,0
12160,DEPOSITO A PLAZO,PEN,25000,25000,Banca Minorista,0
