NROGAR,DESC TIPGAR,MONEDA,M GARANTIA MO,M GARANTIA MN,SEGMENTO,may_1MM
1,CUENTAS EN GTIA,PEN,1200,1200,Banca Minorista,0
2,FONDO MUTUO,USD,52938.16,175648.81488,Banca Minorista,0
3,CUENTAS EN GTIA,PEN,2400,2400,Banca Minorista,0
4,CUENTAS EN GTIA,PEN,2793,2793,Banca Minorista,0
5,CUENTAS EN GTIA,PEN,14400,14400,Banca Minorista,0
6,CUENTAS EN GTIA,PEN,1200,1200,Banca Minorista,0
7,CUENTAS EN GTIA,PEN,1200,1200,Banca Minorista,0
8,CUENTAS EN GTIA,PEN,1200,1200,Banca Minorista,0
9,FONDO MUTUO,PEN,1200,1200,Banca Minorista,0
10,CUENTAS EN GTIA,PEN,1200,1200,Banca Minorista,0
11,DEPOSITO A PLAZO,PEN,2000,2000,Banca Minorista,0
12,CUENTAS EN GTIA,USD,4400,14599.2,Banca Minorista,0
13,FONDO MUTUO,PEN,1200,1200,Banca Minorista,0
14,CUENTAS EN GTIA,PEN,1200,1200,Banca Minorista,0
15,FONDO MUTUO,PEN,960,960,Banca Minorista,0
16,CUENTAS EN GTIA,USD,655,2173.29,Banca Minorista,0
17,FONDO MUTUO,USD,385,1277.43,Banca Minorista,0
18,FONDO MUTUO,PEN,1200,1200,Banca Minorista,0
19,FONDO MUTUO,PEN,1000,1000,Banca Minorista,0
20,CUENTAS EN GTIA,PEN,1200,1200,Banca Minorista,0
21,FONDO MUTUO,PEN,1200,1200,Banca Minorista,0
22,CUENTAS EN GTIA,PEN,960,960,Banca Minorista,0
23,CUENTAS EN GTIA,PEN,14400,14400,Banca Minorista,0
24,CUENTAS EN GTIA,USD,2380,7896.84,Banca Minorista,0
25,FONDO MUTUO,PEN,6000,6000,Banca Minorista,0
26,FONDO MUTUO,USD,10800,35834.4,Banca Minorista,0
27,CUENTAS EN GTIA,PEN,4980,4980,Banca Minorista,0
28,FONDO MUTUO,PEN,1200,1200,Banca Minorista,0
29,FONDO MUTUO,PEN,800,800,Banca Minorista,0
30,CUENTAS EN GTIA,PEN,1100,1100,Banca Minorista,0
31,DEPOSITO A PLAZO,USD,51200,169881.6,Banca Minorista,0
32,FONDO MUTUO,USD,1000,3318,Banca Minorista,0
33,CUENTAS EN GTIA,PEN,2400,2400,Banca Minorista,0
34,FONDO MUTUO,PEN,6000,6000,Banca Minorista,0
35,CUENTAS EN GTIA,USD,270,895.86,Banca Minorista,0
36,CUENTAS EN GTIA,PEN,2400,2400,Banca Minorista,0
37,FONDO MUTUO,PEN,1200,1200,Banca Minorista,0
38,FONDO MUTUO,PEN,6000,6000,Banca Minorista,0
39,FONDO MUTUO,PEN,800,800,Banca Minorista,0
40,FONDO MUTUO,PEN,840,840,Banca Minorista,0
41,CUENTAS EN GTIA,PEN,2400,2400,Banca Minorista,0
42,FONDO MUTUO,PEN,3600,3600,Banca Minorista,0
43,CUENTAS EN GTIA,PEN,1200,1200,Banca Minorista,0
44,FONDO MUTUO,PEN,1200,1200,Banca Minorista,0
45,CUENTAS EN GTIA,PEN,960,960,Banca Minorista,0
46,FONDO MUTUO,USD,27500,91245,Banca Minorista,0
47,FONDO MUTUO,PEN,2000,2000,Banca Minorista,0
48,FONDO MUTUO,PEN,2400,2400,Banca Minorista,0
49,CUENTAS EN GTIA,PEN,1920,1920,Banca Minorista,0
50,FONDO MUTUO,PEN,9600,9600,Banca Minorista,0
51,FONDO MUTUO,PEN,2400,2400,Banca Minorista,0
52,CUENTAS EN GTIA,PEN,1200,1200,Banca Minorista,0
53,CUENTAS EN GTIA,USD,469.51,1557.83418,Banca Minorista,0
54,FONDO MUTUO,PEN,1200,1200,Banca Minorista,0
55,DEPOSITO A PLAZO,USD,2000,6636,Banca Minorista,0
56,DEPOSITO A PLAZO,PEN,100000,100000,Banca Minorista,0
57,FONDO MUTUO,PEN,3000,3000,Banca Minorista,0
58,FONDO MUTUO,PEN,840,840,Banca Minorista,0
59,CUENTAS EN GTIA,PEN,2300,2300,Banca Minorista,0
60,CUENTAS EN GTIA,PEN,370,370,Banca Minorista,0
61,FONDO MUTUO,PEN,1200,1200,Banca Minorista,0
62,FONDO MUTUO,PEN,4800,4800,Banca Minorista,0
63,FONDO MUTUO,PEN,9220.6,9220.6,Banca Minorista,0
64,FONDO MUTUO,PEN,510714.44,510714.44,Banca Minorista,0
65,FONDO MUTUO,PEN,11600,11600,Banca Minorista,0
66,FONDO MUTUO,PEN,960,960,Banca Minorista,0
67,SUPER DEPOSITO,PEN,2000,2000,Banca Minorista,0
68,DEPOSITO A PLAZO,PEN,5000,5000,Banca Minorista,0
69,FONDO MUTUO,PEN,50000,50000,Banca Minorista,0
70,FONDO MUTUO,PEN,1201,1201,Banca Minorista,0
71,FONDO MUTUO,PEN,22974.45,22974.45,Banca Minorista,0
72,DEPOSITO A PLAZO,PEN,20000,20000,Banca Minorista,0
73,CUENTAS EN GTIA,PEN,5600,5600,Banca Minorista,0
74,FONDO MUTUO,PEN,840,840,Banca Minorista,0
75,DEPOSITO A PLAZO,PEN,376300,376300,Banca Minorista,0
76,FONDO MUTUO,PEN,666300,666300,Banca Minorista,0
77,CUENTAS EN GTIA,PEN,5900,5900,Banca Minorista,0
78,DEPOSITO A PLAZO,PEN,10000,10000,Banca Minorista,0
79,DEPOSITO A PLAZO,PEN,2200,2200,Banca Minorista,0
80,DEPOSITO A PLAZO,PEN,2200,2200,Banca Minorista,0
81,DEPOSITO A PLAZO,PEN,3200,3200,Banca Minorista,0
82,DEPOSITO A PLAZO,PEN,2200,2200,Banca Minorista,0
83,FONDO MUTUO,PEN,1920,1920,Banca Minorista,0
84,DEPOSITO A PLAZO,PEN,2200,2200,Banca Minorista,0
85,FONDO MUTUO,PEN,55000,55000,Banca Minorista,0
86,DEPOSITO A PLAZO,PEN,20471.67,20471.67,Banca Minorista,0
87,FONDO MUTUO,PEN,5500,5500,Banca Minorista,0
88,DEPOSITO A PLAZO,PEN,30392.18,30392.18,Banca Minorista,0
89,FONDO MUTUO,PEN,15300,15300,Banca Minorista,0
90,DEPOSITO A PLAZO,PEN,27500,27500,Banca Minorista,0
91,CUENTAS EN GTIA,PEN,3400,3400,Banca Minorista,0
92,CUENTAS EN GTIA,PEN,313100,313100,Banca Minorista,0
93,DEPOSITO A PLAZO,PEN,50000,50000,Banca Minorista,0
94,FONDO MUTUO,PEN,22000,22000,Banca Minorista,0
95,FONDO MUTUO,PEN,50000,50000,Banca Minorista,0
96,DEPOSITO A PLAZO,PEN,11704,11704,Banca Minorista,0
97,CUENTAS EN GTIA,PEN,4800,4800,Banca Minorista,0
98,FONDO MUTUO,PEN,4800,4800,Banca Minorista,0
99,FONDO MUTUO,PEN,1200,1200,Banca Minorista,0
100,FONDO MUTUO,USD,10999.99,36497.96682,Banca Minorista,0
101,DEPOSITO A PLAZO,PEN,15300,15300,Banca Minorista,0
102,DEPOSITO A PLAZO,PEN,2200,2200,Banca Minorista,0
103,DEPOSITO A PLAZO,PEN,2500,2500,Banca Minorista,0
104,FONDO MUTUO,PEN,1200,1200,Banca Minorista,0
105,FONDO MUTUO,PEN,14400,14400,Banca Minorista,0
106,FONDO MUTUO,PEN,82500,82500,Banca Minorista,0
107,DEPOSITO A PLAZO,PEN,2200,2200,Banca Minorista,0
108,FONDO MUTUO,PEN,7521,7521,Banca Minorista,0
109,DEPOSITO A PLAZO,PEN,2094.5,2094.5,Banca Minorista,0
110,DEPOSITO A PLAZO,PEN,30000,30000,Banca Minorista,0
111,DEPOSITO A PLAZO,PEN,10000,10000,Banca Minorista,0
112,DEPOSITO A PLAZO,PEN,2000,2000,Banca Minorista,0
113,DEPOSITO A PLAZO,PEN,2027.38,2027.38,Banca Minorista,0
114,DEPOSITO A PLAZO,PEN,11061.01,11061.01,Banca Minorista,0
115,DEPOSITO A PLAZO,PEN,22100,22100,Banca Minorista,0
116,FONDO MUTUO,USD,1200,3981.6,Banca Minorista,0
117,DEPOSITO A PLAZO,PEN,25200,25200,Banca Minorista,0
118,DEPOSITO A PLAZO,PEN,2200,2200,Banca Minorista,0
119,FONDO MUTUO,PEN,5500,5500,Banca Minorista,0
120,FONDO MUTUO,PEN,14400,14400,Banca Minorista,0
121,DEPOSITO A PLAZO,PEN,6771,6771,Banca Minorista,0
122,DEPOSITO A PLAZO,PEN,4498.76,4498.76,Banca Minorista,0
123,FONDO MUTUO,PEN,840,840,Banca Minorista,0
124,FONDO MUTUO,PEN,39600,39600,Banca Minorista,0
125,FONDO MUTUO,USD,239,793.002,Banca Minorista,0
126,CUENTAS EN GTIA,USD,720,2388.96,Banca Minorista,0
127,FONDO MUTUO,PEN,2400,2400,Banca Minorista,0
128,CUENTAS EN GTIA,PEN,265519.09,265519.09,Banca Minorista,0
129,CUENTAS EN GTIA,PEN,1320,1320,Banca Minorista,0
130,CUENTAS EN GTIA,PEN,271632.84,271632.84,Banca Minorista,0
131,CUENTAS EN GTIA,PEN,1000,1000,Banca Minorista,0
132,FONDO MUTUO,PEN,2200,2200,Banca Minorista,0
133,CUENTAS EN GTIA,PEN,22350.08,22350.08,Banca Minorista,0
134,DEPOSITO A PLAZO,PEN,1000000,1000000,Banca Minorista,0
135,DEPOSITO A PLAZO,PEN,1152698.33,1152698.33,Banca Minorista,1
136,DEPOSITO A PLAZO,PEN,0,0,Banca Minorista,0
137,DEPOSITO A PLAZO,PEN,30000,30000,Banca Minorista,0
138,CUENTAS EN GTIA,PEN,527247.85,527247.85,Banca Minorista,0
139,CUENTAS EN GTIA,PEN,43416.2,43416.2,Banca Minorista,0
140,DEPOSITO A PLAZO,USD,7000,23226,Banca Minorista,0
141,FONDO MUTUO,PEN,1022643.63,1022643.63,Banca Minorista,1
142,CUENTAS EN GTIA,PEN,1000,1000,Banca Minorista,0
143,DEPOSITO A PLAZO,PEN,1000000,1000000,Banca Minorista,0
144,DEPOSITO A PLAZO,PEN,100000,100000,Banca Minorista,0
145,CUENTAS EN GTIA,PEN,663797.72,663797.72,Banca Minorista,0
146,FONDO MUTUO,PEN,43440,43440,Banca Minorista,0
147,DEPOSITO A PLAZO,PEN,0,0,Banca Minorista,0
148,DEPOSITO A PLAZO,PEN,93780,93780,Banca Minorista,0
149,CUENTAS EN GTIA,PEN,2400,2400,Banca Minorista,0
150,CUENTAS EN GTIA,PEN,1022643.63,1022643.63,Banca Minorista,1
151,CUENTAS EN GTIA,PEN,1400,1400,Banca Minorista,0
152,DEPOSITO A PLAZO,PEN,475349.9,475349.9,Banca Minorista,0
153,FONDO MUTUO,USD,1000,3318,Banca Minorista,0
154,CUENTAS EN GTIA,PEN,3840,3840,Banca Minorista,0
155,CUENTAS EN GTIA,PEN,840,840,Banca Minorista,0
156,DEPOSITO A PLAZO,PEN,3000,3000,Banca Minorista,0
157,CUENTAS EN GTIA,PEN,194544,194544,Banca Minorista,0
158,FONDO MUTUO,PEN,840,840,Banca Minorista,0
159,CUENTAS EN GTIA,PEN,1200,1200,Banca Minorista,0
160,FONDO MUTUO,PEN,1200,1200,Banca Minorista,0
161,FONDO MUTUO,PEN,2196,2196,Banca Minorista,0
162,FONDO MUTUO,PEN,2400,2400,Banca Minorista,0
163,CUENTAS EN GTIA,PEN,1200,1200,Banca Minorista,0
164,CUENTAS EN GTIA,PEN,39025,39025,Banca Minorista,0
165,FONDO MUTUO,USD,742.5,2463.615,Banca Minorista,0
166,CUENTAS EN GTIA,PEN,3486,3486,Banca Minorista,0
167,CUENTAS EN GTIA,PEN,900,900,Banca Minorista,0
168,CUENTAS EN GTIA,PEN,1200,1200,Banca Minorista,0
169,CUENTAS EN GTIA,PEN,6000,6000,Banca Minorista,0
170,CUENTAS EN GTIA,PEN,176996.42,176996.42,Banca Minorista,0
171,FONDO MUTUO,PEN,14400,14400,Banca Minorista,0
172,CUENTAS EN GTIA,PEN,11685,11685,Banca Minorista,0
173,CUENTAS EN GTIA,PEN,7844.53,7844.53,Banca Minorista,0
174,CUENTAS EN GTIA,PEN,900,900,Banca Minorista,0
175,CUENTAS EN GTIA,PEN,1200,1200,Banca Minorista,0
176,CUENTAS EN GTIA,PEN,1200,1200,Banca Minorista,0
177,FONDO MUTUO,PEN,18000,18000,Banca Minorista,0
178,FONDO MUTUO,PEN,14400,14400,Banca Minorista,0
179,CUENTAS EN GTIA,USD,12200,40479.6,Banca Minorista,0
180,CUENTAS EN GTIA,PEN,30378.91,30378.91,Banca Minorista,0
181,FONDO MUTUO,PEN,6000,6000,Banca Minorista,0
182,CUENTAS EN GTIA,USD,340,1128.12,Banca Minorista,0
183,FONDO MUTUO,PEN,39952,39952,Banca Minorista,0
184,CUENTAS EN GTIA,PEN,1800,1800,Banca Minorista,0
185,CUENTAS EN GTIA,USD,398,1320.564,Banca Minorista,0
186,CUENTAS EN GTIA,PEN,2400,2400,Banca Minorista,0
187,FONDO MUTUO,PEN,6000,6000,Banca Minorista,0
188,CUENTAS EN GTIA,PEN,950,950,Banca Minorista,0
189,CUENTAS EN GTIA,PEN,16992,16992,Banca Minorista,0
190,FONDO MUTUO,PEN,1000,1000,Banca Minorista,0
191,CUENTAS EN GTIA,PEN,4999.2,4999.2,Banca Minorista,0
192,FONDO MUTUO,USD,270,895.86,Banca Minorista,0
193,CUENTAS EN GTIA,PEN,14499,14499,Banca Minorista,0
194,DEPOSITO A PLAZO,PEN,10000,10000,Banca Minorista,0
195,FONDO MUTUO,PEN,2016,2016,Banca Minorista,0
196,FONDO MUTUO,PEN,1200,1200,Banca Minorista,0
197,CUENTAS EN GTIA,USD,16163,53628.834,Banca Minorista,0
198,CUENTAS EN GTIA,USD,5967,19798.506,Banca Minorista,0
199,CUENTAS EN GTIA,PEN,47349.51,47349.51,Banca Minorista,0
200,CUENTAS EN GTIA,USD,969,3215.142,Banca Minorista,0
201,FONDO MUTUO,PEN,960,960,Banca Minorista,0
202,CUENTAS EN GTIA,PEN,54145,54145,Banca Minorista,0
203,FONDO MUTUO,PEN,900,900,Banca Minorista,0
204,CUENTAS EN GTIA,USD,279,925.722,Banca Minorista,0
205,CUENTAS EN GTIA,USD,490,1625.82,Banca Minorista,0
206,CUENTAS EN GTIA,PEN,325983.69,325983.69,Banca Minorista,0
207,FONDO MUTUO,PEN,1200,1200,Banca Minorista,0
208,FONDO MUTUO,PEN,840,840,Banca Minorista,0
209,CUENTAS EN GTIA,PEN,23625,23625,Banca Minorista,0
210,DEPOSITO A PLAZO,PEN,20980,20980,Banca Minorista,0
211,CUENTAS EN GTIA,USD,500,1659,Banca Minorista,0
212,CUENTAS EN GTIA,PEN,39064.2,39064.2,Banca Minorista,0
213,FONDO MUTUO,PEN,2200,2200,Banca Minorista,0
214,FONDO MUTUO,PEN,1200,1200,Banca Minorista,0
215,FONDO MUTUO,PEN,1200,1200,Banca Minorista,0
216,FONDO MUTUO,USD,1377,4568.886,Banca Minorista,0
217,CUENTAS EN GTIA,PEN,1800,1800,Banca Minorista,0
218,FONDO MUTUO,PEN,14400,14400,Banca Minorista,0
219,FONDO MUTUO,PEN,3000,3000,Banca Minorista,0
220,FONDO MUTUO,PEN,7200,7200,Banca Minorista,0
221,DEPOSITO A PLAZO,PEN,20614,20614,Banca Minorista,0
222,CUENTAS EN GTIA,PEN,3000,3000,Banca Minorista,0
223,FONDO MUTUO,PEN,53582.33,53582.33,Banca Minorista,0
224,FONDO MUTUO,PEN,1000,1000,Banca Minorista,0
225,CUENTAS EN GTIA,PEN,839,839,Banca Minorista,0
226,DEPOSITO A PLAZO,PEN,3000,3000,Banca Minorista,0
227,CUENTAS EN GTIA,USD,500,1659,Banca Minorista,0
228,FONDO MUTUO,USD,13460,44660.28,Banca Minorista,0
229,CUENTAS EN GTIA,PEN,13650,13650,Banca Minorista,0
230,CUENTAS EN GTIA,USD,110,364.98,Banca Minorista,0
231,FONDO MUTUO,PEN,5500,5500,Banca Minorista,0
232,CUENTAS EN GTIA,USD,2320,7697.76,Banca Minorista,0
233,FONDO MUTUO,PEN,1992,1992,Banca Minorista,0
234,CUENTAS EN GTIA,USD,15235,50549.73,Banca Minorista,0
235,CUENTAS EN GTIA,USD,14405,47795.79,Banca Minorista,0
236,CUENTAS EN GTIA,USD,14405,47795.79,Banca Minorista,0
237,CUENTAS EN GTIA,PEN,39205,39205,Banca Minorista,0
238,FONDO MUTUO,PEN,1200,1200,Banca Minorista,0
239,FONDO MUTUO,PEN,14400,14400,Banca Minorista,0
240,CUENTAS EN GTIA,PEN,1430,1430,Banca Minorista,0
241,CUENTAS EN GTIA,USD,3301,10952.718,Banca Minorista,0
242,SUPER DEPOSITO,PEN,1200,1200,Banca Minorista,0
243,CUENTAS EN GTIA,PEN,42320,42320,Banca Minorista,0
244,CUENTAS EN GTIA,PEN,10754,10754,Banca Minorista,0
245,CUENTAS EN GTIA,USD,14405,47795.79,Banca Minorista,0
246,FONDO MUTUO,PEN,5500,5500,Banca Minorista,0
247,CUENTAS EN GTIA,PEN,8400,8400,Banca Minorista,0
248,FONDO MUTUO,PEN,151500,151500,Banca Minorista,0
249,CUENTAS EN GTIA,PEN,1200,1200,Banca Minorista,0
250,CUENTAS EN GTIA,PEN,19300,19300,Banca Minorista,0
251,FONDO MUTUO,PEN,38610,38610,Banca Minorista,0
252,CUENTAS EN GTIA,USD,14405,47795.79,Banca Minorista,0
253,CUENTAS EN GTIA,PEN,106300,106300,Banca Minorista,0
254,FONDO MUTUO,PEN,27100,27100,Banca Minorista,0
255,CUENTAS EN GTIA,PEN,39970,39970,Banca Minorista,0
256,CUENTAS EN GTIA,PEN,72100,72100,Banca Minorista,0
257,CUENTAS EN GTIA,PEN,51500,51500,Banca Minorista,0
258,CUENTAS EN GTIA,PEN,8600,8600,Banca Minorista,0
259,FONDO MUTUO,PEN,24000,24000,Banca Minorista,0
260,CUENTAS EN GTIA,PEN,8255,8255,Banca Minorista,0
261,CUENTAS EN GTIA,PEN,185000,185000,Banca Minorista,0
262,CUENTAS EN GTIA,PEN,39722,39722,Banca Minorista,0
263,CUENTAS EN GTIA,PEN,70910,70910,Banca Minorista,0
264,FONDO MUTUO,PEN,19000,19000,Banca Minorista,0
265,DEPOSITO A PLAZO,PEN,11000,11000,Banca Minorista,0
266,CUENTAS EN GTIA,PEN,12970,12970,Banca Minorista,0
267,FONDO MUTUO,PEN,1200,1200,Banca Minorista,0
268,CUENTAS EN GTIA,PEN,37500,37500,Banca Minorista,0
269,CUENTAS EN GTIA,PEN,1600,1600,Banca Minorista,0
270,CUENTAS EN GTIA,PEN,11800,11800,Banca Minorista,0
271,CUENTAS EN GTIA,PEN,1200,1200,Banca Minorista,0
272,CUENTAS EN GTIA,USD,4870,16158.66,Banca Minorista,0
273,CUENTAS EN GTIA,PEN,13500,13500,Banca Minorista,0
274,DEPOSITO A PLAZO,PEN,2000,2000,Banca Minorista,0
275,DEPOSITO A PLAZO,PEN,108000,108000,Banca Minorista,0
276,SUPER DEPOSITO,USD,3976,13192.368,Banca Minorista,0
277,CUENTAS EN GTIA,USD,2143,7110.474,Banca Minorista,0
278,FONDO MUTUO,PEN,6000,6000,Banca Minorista,0
279,FONDO MUTUO,USD,509,1688.862,Banca Minorista,0
280,FONDO MUTUO,PEN,1500,1500,Banca Minorista,0
281,CUENTAS EN GTIA,PEN,412762.35,412762.35,Banca Minorista,0
282,CUENTAS EN GTIA,PEN,48618.08,48618.08,Banca Minorista,0
283,DEPOSITO A PLAZO,USD,30000,99540,Banca Minorista,0
284,CUENTAS EN GTIA,USD,730,2422.14,Banca Minorista,0
285,FONDO MUTUO,PEN,2880,2880,Banca Minorista,0
286,FONDO MUTUO,PEN,15000,15000,Banca Minorista,0
287,CUENTAS EN GTIA,USD,1108,3676.344,Banca Minorista,0
288,FONDO MUTUO,USD,4000,13272,Banca Minorista,0
289,FONDO MUTUO,PEN,14400,14400,Banca Minorista,0
290,FONDO MUTUO,PEN,1200,1200,Banca Minorista,0
291,FONDO MUTUO,PEN,1875,1875,Banca Minorista,0
292,SUPER DEPOSITO,PEN,6107.5,6107.5,Banca Minorista,0
293,FONDO MUTUO,PEN,7200,7200,Banca Minorista,0
294,CUENTAS EN GTIA,PEN,1200,1200,Banca Minorista,0
295,FONDO MUTUO,PEN,237687.6,237687.6,Banca Minorista,0
296,DEPOSITO A PLAZO,PEN,5000,5000,Banca Minorista,0
297,DEPOSITO A PLAZO,USD,1500,4977,Banca Minorista,0
298,FONDO MUTUO,USD,10286,34128.948,Banca Minorista,0
299,FONDO MUTUO,PEN,70954,70954,Banca Minorista,0
300,DEPOSITO A PLAZO,USD,52000,172536,Banca Minorista,0
301,CUENTAS EN GTIA,PEN,1200,1200,Banca Minorista,0
302,CUENTAS EN GTIA,PEN,1200,1200,Banca Minorista,0
303,CUENTAS EN GTIA,PEN,1200,1200,Banca Minorista,0
304,CUENTAS EN GTIA,PEN,16418,16418,Banca Minorista,0
305,FONDO MUTUO,PEN,1200,1200,Banca Minorista,0
306,FONDO MUTUO,PEN,14400,14400,Banca Minorista,0
307,DEPOSITO A PLAZO,PEN,6000,6000,Banca Minorista,0
308,CUENTAS EN GTIA,PEN,80842,80842,Banca Minorista,0
309,CUENTAS EN GTIA,PEN,17620,17620,Banca Minorista,0
310,CUENTAS EN GTIA,PEN,14400,14400,Banca Minorista,0
311,DEPOSITO A PLAZO,USD,7000,23226,Banca Minorista,0
312,CUENTAS EN GTIA,PEN,1200,1200,Banca Minorista,0
313,FONDO MUTUO,PEN,2200,2200,Banca Minorista,0
314,DEPOSITO A PLAZO,PEN,6600,6600,Banca Minorista,0
315,CUENTAS EN GTIA,USD,242087.85,803247.4863,Banca Minorista,0
316,DEPOSITO A PLAZO,PEN,14400,14400,Banca Minorista,0
317,DEPOSITO A PLAZO,USD,58623.13,194511.54534,Banca Minorista,0
318,CUENTAS EN GTIA,PEN,50000,50000,Banca Minorista,0
319,DEPOSITO A PLAZO,PEN,1200,1200,Banca Minorista,0
320,FONDO MUTUO,PEN,1200,1200,Banca Minorista,0
321,CUENTAS EN GTIA,PEN,247240,247240,Banca Minorista,0
322,CUENTAS EN GTIA,USD,2400,7963.2,Banca Minorista,0
323,CUENTAS EN GTIA,PEN,78136.2,78136.2,Banca Minorista,0
324,CUENTAS EN GTIA,PEN,840,840,Banca Minorista,0
325,FONDO MUTUO,PEN,1200,1200,Banca Minorista,0
326,FONDO MUTUO,PEN,1200,1200,Banca Minorista,0
327,DEPOSITO A PLAZO,USD,9084.99,30143.99682,Banca Minorista,0
328,FONDO MUTUO,PEN,14400,14400,Banca Minorista,0
329,FONDO MUTUO,PEN,10538,10538,Banca Minorista,0
330,DEPOSITO A PLAZO,USD,480000,1592640,Banca Minorista,1
331,DEPOSITO A PLAZO,PEN,0,0,Banca Minorista,0
332,CUENTAS EN GTIA,PEN,120000,120000,Banca Minorista,0
333,DEPOSITO A PLAZO,PEN,30000,30000,Banca Minorista,0
334,FONDO MUTUO,PEN,6000,6000,Banca Minorista,0
335,CUENTAS EN GTIA,USD,40000,132720,Banca Minorista,0
336,CUENTAS EN GTIA,USD,80000,265440,Banca Minorista,0
337,FONDO MUTUO,USD,7750,25714.5,Banca Minorista,0
338,FONDO MUTUO,PEN,140000,140000,Banca Minorista,0
339,FONDO MUTUO,PEN,15000,15000,Banca Minorista,0
340,FONDO MUTUO,PEN,3000,3000,Banca Minorista,0
341,FONDO MUTUO,USD,14499,48107.682,Banca Minorista,0
342,FONDO MUTUO,PEN,283000,283000,Banca Minorista,0
343,SUPER DEPOSITO,USD,12500,41475,Banca Minorista,0
344,CUENTAS EN GTIA,PEN,14440,14440,Banca Minorista,0
345,DEPOSITO A PLAZO,PEN,555279.11,555279.11,Banca Minorista,0
346,FONDO MUTUO,PEN,133100,133100,Banca Minorista,0
347,FONDO MUTUO,USD,4420,14665.56,Banca Minorista,0
348,FONDO MUTUO,PEN,330000,330000,Banca Minorista,0
349,FONDO MUTUO,USD,330000,1094940,Banca Minorista,1
350,FONDO MUTUO,PEN,400000,400000,Banca Minorista,0
351,DEPOSITO A PLAZO,PEN,851250,851250,Banca Minorista,0
352,CUENTAS EN GTIA,USD,5965,19791.87,Banca Minorista,0
353,FONDO MUTUO,PEN,2200,2200,Banca Minorista,0
354,FONDO MUTUO,PEN,26510,26510,Banca Minorista,0
355,FONDO MUTUO,PEN,7513,7513,Banca Minorista,0
356,DEPOSITO A PLAZO,PEN,7500,7500,Banca Minorista,0
357,CUENTAS EN GTIA,PEN,14400,14400,Banca Minorista,0
358,FONDO MUTUO,PEN,850,850,Banca Minorista,0
359,FONDO MUTUO,PEN,1200,1200,Banca Minorista,0
360,CUENTAS EN GTIA,PEN,1200,1200,Banca Minorista,0
361,CUENTAS EN GTIA,PEN,1200,1200,Banca Minorista,0
362,CUENTAS EN GTIA,PEN,960,960,Banca Minorista,0
363,CUENTAS EN GTIA,PEN,1200,1200,Banca Minorista,0
364,CUENTAS EN GTIA,PEN,1200,1200,Banca Minorista,0
365,FONDO MUTUO,PEN,2200,2200,Banca Minorista,0
366,FONDO MUTUO,PEN,201781,201781,Banca Minorista,0
367,CUENTAS EN GTIA,PEN,1200,1200,Banca Minorista,0
368,CUENTAS EN GTIA,PEN,14400,14400,Banca Minorista,0
369,DEPOSITO A PLAZO,PEN,3600,3600,Banca Minorista,0
370,CUENTAS EN GTIA,PEN,1200,1200,Banca Minorista,0
371,FONDO MUTUO,PEN,9410,9410,Banca Minorista,0
372,CUENTAS EN GTIA,PEN,14400,14400,Banca Minorista,0
373,CUENTAS EN GTIA,PEN,1200,1200,Banca Minorista,0
374,CUENTAS EN GTIA,USD,4590,15229.62,Banca Minorista,0
375,DEPOSITO A PLAZO,PEN,98000,98000,Banca Minorista,0
376,DEPOSITO A PLAZO,PEN,92000,92000,Banca Minorista,0
377,CUENTAS EN GTIA,PEN,1200,1200,Banca Minorista,0
378,CUENTAS EN GTIA,PEN,1200,1200,Banca Minorista,0
379,FONDO MUTUO,PEN,9960,9960,Banca Minorista,0
380,FONDO MUTUO,USD,12000,39816,Banca Minorista,0
381,DEPOSITO A PLAZO,PEN,1000000,1000000,Banca Minorista,0
382,CUENTAS EN GTIA,PEN,206927,206927,Banca Minorista,0
383,FONDO MUTUO,USD,165000,547470,Banca Minorista,0
384,SUPER DEPOSITO,USD,15764,52304.952,Banca Minorista,0
385,FONDO MUTUO,USD,30000,99540,Banca Minorista,0
386,DEPOSITO A PLAZO,PEN,980854,980854,Banca Minorista,0
387,DEPOSITO A PLAZO,PEN,705000,705000,Banca Minorista,0
388,DEPOSITO A PLAZO,PEN,910000,910000,Banca Minorista,0
389,FONDO MUTUO,PEN,1124571,1124571,Banca Minorista,1
390,CUENTAS EN GTIA,PEN,1100,1100,Banca Minorista,0
391,FONDO MUTUO,PEN,645089.33,645089.33,Banca Minorista,0
392,DEPOSITO A PLAZO,USD,250000,829500,Banca Minorista,0
393,DEPOSITO A PLAZO,PEN,52000,52000,Banca Minorista,0
394,DEPOSITO A PLAZO,PEN,176000,176000,Banca Minorista,0
395,FONDO MUTUO,USD,120000,398160,Banca Minorista,0
396,DEPOSITO A PLAZO,PEN,450000,450000,Banca Minorista,0
397,DEPOSITO A PLAZO,PEN,2200000,2200000,Banca Minorista,1
398,FONDO MUTUO,USD,5700,18912.6,Banca Minorista,0
399,FONDO MUTUO,USD,49909,165598.062,Banca Minorista,0
400,FONDO MUTUO,USD,133500,442953,Banca Minorista,0
401,DEPOSITO A PLAZO,PEN,800000,800000,Banca Minorista,0
402,DEPOSITO A PLAZO,PEN,800000,800000,Banca Minorista,0
403,CUENTAS EN GTIA,USD,8600,28534.8,Banca Minorista,0
404,DEPOSITO A PLAZO,PEN,828000,828000,Banca Minorista,0
405,DEPOSITO A PLAZO,PEN,0,0,Banca Minorista,0
